customer_id,gender,age,senior_citizen,senior_label,married,number_of_dependents,number_of_referrals,tenure_in_months,tenure_group,offer,internet_service,internet_type,contract,payment_method,paperless_billing,monthly_charge,monthly_charge_group,total_charges,total_revenue,satisfaction_score,churn_label,churn_flag,churn_probability,predicted_churn,predicted_churn_flag,risk_level,prediction_result_type,revenue_at_risk,expected_annual_loss,high_risk_revenue,internet_contract_segment,senior_payment_segment,action_segment,recommended_action
4750-ZRXIU,Female,68,Yes,,No,0,0,4,0-6 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,84.6,High,360.1,386.8200000000001,1,Yes,1,0.9530881135763613,Yes,1,High Risk,True Positive,80.63125440856015,967.5750529027218,84.6,Cable + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7028-DVOIQ,Male,71,Yes,,No,0,0,35,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,99.05,Very High,3395.8,4244.85,1,Yes,1,0.7327034115869444,Yes,1,High Risk,True Positive,72.57427291768684,870.8912750122421,99.05,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4208-UFFGW,Male,80,Yes,,No,0,0,2,0-6 months,Offer E,Yes,DSL,Month-to-Month,Credit Card,No,44.95,Medium,85.15,138.39,2,Yes,1,0.4707593564047783,Yes,1,Medium Risk,True Positive,21.160633070394784,253.92759684473742,0.0,DSL + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
9889-TMAHG,Male,66,Yes,,No,0,0,8,7-12 months,,Yes,Fiber Optic,Month-to-Month,Credit Card,No,100.3,Very High,832.35,924.91,1,Yes,1,0.6080078288100755,Yes,1,Medium Risk,True Positive,60.98318522965057,731.7982227558068,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Apply early-life retention follow-up"
8919-FYFQZ,Male,73,Yes,,Yes,0,2,44,25-48 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,30.35,Low,1359.7,1359.7,1,Yes,1,0.6410784752551361,Yes,1,Medium Risk,True Positive,19.45673172399338,233.48078068792054,0.0,Cable + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
6646-QVXLR,Male,77,Yes,,Yes,0,1,62,49-72 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,103.75,Very High,6383.35,6824.17,1,Yes,1,0.5429701091587736,Yes,1,Medium Risk,True Positive,56.333148825222764,675.9977859026732,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
9369-XFEHK,Female,76,Yes,,Yes,0,1,33,25-48 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,80.6,High,2656.5,3751.77,2,Yes,1,0.9711306275276947,Yes,1,High Risk,True Positive,78.2731285787322,939.2775429447863,80.6,Cable + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
1374-DMZUI,Female,65,Yes,,No,0,0,4,0-6 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,94.3,High,424.45,622.45,2,Yes,1,0.9074842749810281,Yes,1,High Risk,True Positive,85.57576713071094,1026.9092055685314,94.3,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
1989-PRJHP,Male,75,Yes,,Yes,0,1,27,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,75.5,High,1893.95,2180.15,1,Yes,1,0.8760600503023416,Yes,1,High Risk,True Positive,66.14253379782679,793.7104055739214,75.5,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4822-RVYBB,Male,75,Yes,,No,0,0,8,7-12 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,100.6,Very High,819.4,1143.0,1,Yes,1,0.8962740245908271,Yes,1,High Risk,True Positive,90.1651668738372,1081.9820024860464,100.6,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
4184-TJFAN,Female,68,Yes,,Yes,0,1,3,0-6 months,Offer E,Yes,Fiber Optic,Month-to-Month,Mailed Check,Yes,88.3,High,273.75,351.06,1,Yes,1,0.9162087614112855,Yes,1,High Risk,True Positive,80.90123363261651,970.8148035913981,88.3,Fiber Optic + Month-to-Month,nan + Mailed Check,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
4145-UQXUQ,Female,71,Yes,,No,0,0,8,7-12 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,92.1,High,729.95,1073.39,1,Yes,1,0.7974301941693115,Yes,1,High Risk,True Positive,73.44332088299359,881.3198505959231,92.1,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
1236-WFCDV,Male,74,Yes,,No,0,0,14,13-24 months,,Yes,Fiber Optic,Month-to-Month,Credit Card,No,90.45,High,1266.1,1424.4399999999998,3,Yes,1,0.6165831718947945,Yes,1,Medium Risk,True Positive,55.769947897884165,669.23937477461,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package"
1271-SJBGZ,Male,77,Yes,,No,0,0,12,7-12 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,43.65,Medium,526.95,526.95,1,Yes,1,0.5527282649760098,Yes,1,Medium Risk,True Positive,24.126588766202826,289.5190651944339,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
4441-NIHPT,Female,73,Yes,,No,0,0,13,13-24 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,74.3,High,940.35,1465.16,1,Yes,1,0.7049621913325373,Yes,1,High Risk,True Positive,52.37869081600752,628.5442897920902,74.3,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
8999-BOHSE,Female,68,Yes,,No,0,0,11,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,89.7,High,1047.7,1091.26,2,Yes,1,0.7525599455284813,Yes,1,High Risk,True Positive,67.50462711390477,810.0555253668573,89.7,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
7029-RPUAV,Male,74,Yes,,Yes,0,1,17,13-24 months,,Yes,Cable,Month-to-Month,Credit Card,Yes,100.45,Very High,1622.45,2101.51,3,Yes,1,0.9813601730775998,Yes,1,High Risk,True Positive,98.57762938564491,1182.931552627739,100.45,Cable + Month-to-Month,nan + Credit Card,Priority: High Value + High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
8111-SLLHI,Male,65,Yes,,Yes,0,1,39,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,105.65,Very High,4284.8,5581.55,3,Yes,1,0.8910691448988514,Yes,1,High Risk,True Positive,94.14145515856364,1129.6974619027637,105.65,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
5293-WXJAK,Female,73,Yes,,Yes,0,5,11,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,104.05,Very High,1133.65,1323.4,3,Yes,1,0.580831321530756,Yes,1,Medium Risk,True Positive,60.43549900527516,725.2259880633019,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
4086-YQSNZ,Female,74,Yes,,Yes,0,1,3,0-6 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,80.4,High,224.05,233.92,2,Yes,1,0.9405076206509547,Yes,1,High Risk,True Positive,75.61681270033677,907.4017524040412,80.4,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
8399-YNDCH,Male,80,Yes,,No,0,0,21,13-24 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,60.05,Medium,1236.15,1963.17,1,Yes,1,0.5800658490376421,Yes,1,Medium Risk,True Positive,34.83295423471041,417.9954508165249,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
5565-FILXA,Female,76,Yes,,No,0,0,16,13-24 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,96.15,Very High,1529.2,2149.2,2,Yes,1,0.86057679826876,Yes,1,High Risk,True Positive,82.74445915354127,992.9335098424953,96.15,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4187-CINZD,Female,73,Yes,,No,0,0,46,25-48 months,,Yes,Fiber Optic,One Year,Credit Card,No,95.25,Very High,4424.2,4706.18,2,Yes,1,0.12838013477452648,No,0,Low Risk,False Negative,12.228207837273647,146.73849404728378,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
6818-WOBHJ,Female,70,Yes,,Yes,0,1,68,49-72 months,Offer A,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,89.6,High,6127.6,7768.44,1,Yes,1,0.7958501143539787,Yes,1,High Risk,True Positive,71.30817024611649,855.6980429533978,89.6,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
9134-CEQMF,Male,75,Yes,,Yes,0,1,7,7-12 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,89.5,High,676.7,772.11,2,Yes,1,0.933957153983165,Yes,1,High Risk,True Positive,83.58916528149327,1003.0699833779192,89.5,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
8519-IMDHU,Male,74,Yes,,Yes,0,1,15,13-24 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,85.6,High,1345.55,2024.3,1,Yes,1,0.9810022113515122,Yes,1,High Risk,True Positive,83.97378929168944,1007.6854715002733,85.6,Cable + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
3372-KWFBM,Male,76,Yes,,No,0,0,16,13-24 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,86.6,High,1281.0,1587.88,3,Yes,1,0.816295157394287,Yes,1,High Risk,True Positive,70.69116063034525,848.293927564143,86.6,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
7206-GZCDC,Female,75,Yes,,No,0,0,1,0-6 months,Offer E,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,69.25,High,69.25,98.93,2,Yes,1,0.9592263564850427,Yes,1,High Risk,True Positive,66.42642518658921,797.1171022390706,69.25,Cable + Month-to-Month,nan + Bank Withdrawal,High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
1768-ZAIFU,Female,74,Yes,,No,0,0,1,0-6 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,25.2,Low,25.2,25.2,1,Yes,1,0.7225598398975389,Yes,1,High Risk,True Positive,18.20850796541798,218.50209558501575,25.2,Cable + Month-to-Month,nan + Bank Withdrawal,High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
3793-MMFUH,Female,73,Yes,,No,0,0,13,13-24 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,95.05,Very High,1290.0,1537.39,1,Yes,1,0.8457071494069595,Yes,1,High Risk,True Positive,80.3844645511315,964.6135746135781,95.05,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
6567-HOOPW,Female,69,Yes,,No,0,0,1,0-6 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,79.2,High,79.2,99.26,3,Yes,1,0.843183149763329,Yes,1,High Risk,True Positive,66.78010546125566,801.3612655350679,79.2,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
8621-MNIHH,Female,75,Yes,,Yes,0,1,34,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,94.25,High,3217.55,3315.4700000000003,1,Yes,1,0.7864144060430864,Yes,1,High Risk,True Positive,74.1195577695609,889.4346932347307,94.25,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
